,DateTime,Hydro,Utility Solar,Petroleum Liquids,All,Wind,Natural Gas,Other Renewable
164,2014-09-01,0.278661666667,1.08841583333,,588.9880725,0.8252875,559.486384167,20.0403491667
165,2014-10-01,0.27469,1.11194666667,,569.308461667,0.811894166667,539.899814167,19.9195633333
166,2014-11-01,0.272199166667,1.1261025,,562.784839167,0.815724166667,533.417281667,19.8909016667
167,2014-12-01,0.268181666667,1.15827416667,,576.3331875,0.82501,546.816193333,19.7162141667
168,2015-01-01,0.262333333333,1.19588916667,,578.2515775,0.838916666667,548.828541667,19.637975
169,2015-02-01,0.25631,1.19112666667,,579.354310833,0.826686666667,550.737120833,19.4789991667
170,2015-03-01,0.256149166667,1.21999333333,,580.036448333,0.829289166667,558.791731667,19.387865
171,2015-04-01,0.260499166667,1.20735833333,,593.680296667,0.810633333333,572.5438225,19.2510125
172,2015-05-01,0.252595833333,1.19168916667,,598.549615,0.795311666667,577.554258333,19.1370883333
173,2015-06-01,0.245608333333,1.19728583333,2.51582166667,589.898890833,0.781235,568.947684167,19.1170583333
174,2015-07-01,0.22372,1.19899583333,2.26609,574.8499125,0.788015,554.056451667,18.9647183333
175,2015-08-01,0.21361,1.20386,2.112335,564.778428333,0.795000833333,544.0840275,18.8693875
176,2015-09-01,0.206905833333,1.20313583333,2.00145333333,550.622839167,0.9407075,529.857578333,18.9130958333
177,2015-10-01,0.203291666667,1.21642833333,1.888131,561.244003333,1.0633975,539.957399167,19.4305958333
178,2015-11-01,0.194373333333,1.23066916667,1.82697727273,555.192425,1.2288725,533.664588333,19.6147158333
179,2015-12-01,0.1875625,1.22830583333,2.17350727273,547.5633675,1.39397,525.580160833,19.759245
180,2016-01-01,0.177335,1.22191666667,2.19023333333,547.0737575,2.21100166667,524.208599167,20.4975925
181,2016-02-01,0.170858333333,1.21866416667,1.9206125,552.3275125,3.22307333333,528.793405,21.4426383333
182,2016-03-01,0.161843333333,1.19529583333,1.776905,552.029610833,4.12517583333,527.804839167,22.286025
183,2016-04-01,0.1559825,1.21220583333,1.7567425,536.023134167,5.39385666667,510.57126,23.53915
184,2016-05-01,0.162738333333,1.22421833333,1.81128916667,570.971775,6.21374,544.482450833,24.5152991667
185,2016-06-01,0.178618333333,1.21356083333,1.77892333333,557.132108333,7.22012083333,529.943753333,25.230815
186,2016-07-01,0.192898333333,1.24305166667,1.71494833333,551.994733333,8.2997,523.766125,26.3207633333
187,2016-08-01,0.203850833333,1.2517925,1.62861083333,554.365691667,9.02519166667,525.423886667,27.109345
188,2016-09-01,0.204065,1.26230666667,1.53574416667,554.598744167,9.5014175,525.3899775,27.4689583333
189,2016-10-01,0.196295833333,1.25359916667,1.46339166667,568.060955,10.0590666667,538.311840833,28.0894258333
190,2016-11-01,0.1878175,1.24456166667,1.36256333333,601.498685833,10.9802783333,571.076555833,28.8717483333
191,2016-12-01,0.195315,1.2052675,0.903561666667,621.932859167,11.99938,590.826403333,30.0075783333
