,DateTime,Hydro,Coal,Utility Solar,Petroleum Liquids,All,Wind,Natural Gas,Petroleum Coke,Other Renewable
128,2011-09-01,35.6534658333,7868.5160425,,10.8045583333,9692.71579083,268.4815675,1165.36570333,79.0602075,296.729431667
129,2011-10-01,34.7951608333,7806.87069417,,10.81143,9661.51791083,268.282183333,1198.74909667,78.0436725,296.486560833
130,2011-11-01,34.5568458333,7687.72611417,,10.6003391667,9590.12533333,275.042844167,1244.47380667,74.99635,303.60754
131,2011-12-01,35.3013866667,7705.30208083,,10.0768916667,9592.9301675,259.257530833,1243.6843725,74.99635,287.336690833
132,2012-01-01,36.1254183333,7705.0993075,0.000171818181818,9.53509583333,9557.97744,267.508666667,1205.90875917,69.2786616667,295.530615833
133,2012-02-01,37.0161033333,7739.71407167,0.0290218181818,10.0139933333,9557.83141083,270.364050833,1168.78025167,66.9391616667,298.535305833
134,2012-03-01,36.6851908333,7716.28440083,0.0709090909091,9.77694,9479.64869667,267.841935,1120.7217225,63.346205,296.0655975
135,2012-04-01,36.897175,7763.69338,0.145910909091,9.8573775,9459.48806833,264.588284167,1042.59815833,76.996275,293.507571667
136,2012-05-01,35.4355975,7803.77206667,0.226884545455,10.1610258333,9462.44881417,265.438328333,1004.36160583,78.0456908333,295.05472
137,2012-06-01,35.7699366667,7815.68633417,0.318580909091,10.4161466667,9434.42330083,273.004485,948.545833333,89.3609841667,303.263855
138,2012-07-01,35.2653683333,7776.06968333,0.424470909091,10.6160541667,9327.97416917,273.0153825,888.176053333,84.7976941667,303.954675
139,2012-08-01,33.88222,7753.26040917,0.523038181818,10.2845416667,9254.99281083,275.094451667,825.23713,95.9084058333,305.729990833
140,2012-09-01,34.6260208333,7705.7723125,0.637382727273,10.7492016667,9202.77261917,274.957119167,814.978014167,98.7455133333,305.657638333
141,2012-10-01,34.5714341667,7726.32331417,0.751323636364,10.9522041667,9199.36117333,274.437708333,794.343089167,93.0931508333,305.767778333
142,2012-11-01,34.4495983333,7762.43593333,0.871312727273,11.0595108333,9213.66447667,271.917016667,771.345186667,93.0931508333,303.41392
143,2012-12-01,33.4611933333,7701.92210333,1.77443909091,11.1243258333,9171.87546167,289.158706667,761.1426625,104.419674167,321.810655
144,2013-01-01,32.2440008333,7722.66183167,2.54500083333,11.5848583333,9200.28975917,290.091084167,752.68636,119.440896667,323.994645833
145,2013-02-01,31.8999116667,7827.32079167,2.807625,12.0095225,9314.61347333,287.154681667,771.27954,118.397523333,321.886728333
146,2013-03-01,30.9450416667,7997.3071475,3.08532,12.8040033333,9478.96156,285.119320833,780.690181667,110.5970925,320.409786667
147,2013-04-01,31.1723275,8126.16243417,3.59346083333,12.6918391667,9634.3020075,284.174795,810.715935,110.9025125,319.5933275
148,2013-05-01,29.9871425,8107.98355167,4.19588,13.1562416667,9627.8974225,283.461049167,816.2308775,118.398931667,319.199585
149,2013-06-01,28.8063675,8152.09638583,4.91142833333,13.2483483333,9672.15382167,283.626845,818.087419167,113.935151667,319.8220225
150,2013-07-01,28.5400075,8251.4171725,5.77543583333,13.1799625,9765.7645275,284.095819167,813.673403333,115.59661,321.348643333
151,2013-08-01,30.0776641667,8203.81857833,6.5801,13.5208125,9690.66662583,286.5286625,786.874404167,113.226194167,325.26177
152,2013-09-01,28.3760025,8284.69054167,7.428645,13.4738,9740.9398725,287.256829167,763.307091667,108.3933625,327.016895833
153,2013-10-01,28.1127225,8278.5444175,8.27545666667,13.3456208333,9729.94964667,287.453901667,756.64125,111.53825,328.087596667
154,2013-11-01,28.03062,8261.44845083,9.0434975,13.3033216667,9714.4529825,289.7902325,756.0009575,112.272191667,331.276509167
155,2013-12-01,29.09214,8224.558875,8.92894166667,13.848035,9704.97037833,294.572135833,784.3190925,106.240735833,336.055439167
